id,decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
310,10.00,10.00,31.00,3.10,1.84,1.65,2.00,4.00,1.00,1,3,1
311,8.00,7.00,34.00,3.20,0.75,0.47,1.00,3.00,1.00,1,3,1
312,8.00,9.00,34.00,2.70,0.72,1.03,1.00,3.00,1.00,1,2,1
313,2.00,2.00,35.00,3.20,-0.90,-0.97,1.00,3.00,1.00,1,2,1
314,6.00,6.00,32.50,3.40,0.29,0.27,1.00,3.00,1.00,1,4,1
315,10.00,10.00,33.00,3.30,1.83,2.14,1.00,4.00,0.00,1,4,1
316,3.00,6.00,37.00,3.10,-0.44,-0.02,2.00,4.00,1.00,1,2,1
317,8.00,6.00,40.00,3.40,0.73,0.07,2.00,2.00,1.00,1,5,1
318,10.00,10.00,42.00,3.50,2.42,3.12,1.00,4.00,1.00,1,4,1
319,10.00,10.00,36.00,2.90,2.15,1.85,1.00,4.00,1.00,1,2,1
320,4.00,3.00,36.00,3.90,-0.24,-0.60,2.00,3.00,1.00,1,5,1
321,5.00,6.00,33.50,2.90,0.00,0.11,1.00,3.00,0.00,1,3,1
322,3.00,3.00,33.00,3.90,-0.48,-0.68,1.00,3.00,1.00,1,5,0
323,7.00,8.00,40.00,3.50,0.46,0.76,1.00,4.00,1.00,1,4,1
324,3.00,3.00,40.00,3.80,-0.49,-0.51,1.00,4.00,0.00,1,6,1
325,3.00,2.00,37.00,2.90,-0.53,-1.09,1.00,4.00,0.00,1,3,1
326,1.00,3.00,37.00,3.40,-1.18,-0.79,1.00,2.00,0.00,1,4,1
327,10.00,10.00,40.00,3.40,1.85,1.52,1.00,4.00,1.00,1,3,1
328,5.00,3.00,30.50,3.40,-0.10,-0.86,1.00,3.00,1.00,1,2,1
329,8.00,8.00,37.00,3.40,0.67,0.55,1.00,2.00,1.00,1,3,1
330,4.00,5.00,42.00,3.00,-0.40,-0.12,1.00,4.00,1.00,1,4,1
331,9.00,7.00,34.00,3.30,1.15,0.42,2.00,3.00,1.00,1,3,1
332,4.00,6.00,32.00,3.50,-0.41,0.14,1.00,3.00,1.00,1,4,1
333,1.00,1.00,26.00,3.20,-1.23,-1.68,1.00,3.00,0.00,1,3,0
334,2.00,1.00,30.00,3.30,-0.92,-1.42,1.00,4.00,0.00,0,4,0
335,2.00,3.00,45.00,3.50,-1.14,-0.79,1.00,5.00,1.00,1,5,1
336,3.00,3.00,30.00,3.80,-0.63,-0.72,1.00,2.00,1.00,0,4,1
337,7.00,8.00,38.00,3.80,0.54,0.68,1.00,4.00,0.00,1,4,1
338,9.00,7.00,34.00,3.70,1.02,0.52,1.00,3.00,0.00,1,5,1
339,5.00,7.00,45.00,3.40,-0.03,0.48,1.00,5.00,0.00,1,4,1
340,5.00,6.00,40.00,2.90,0.04,0.02,1.00,4.00,1.00,1,4,1
341,8.00,7.00,45.00,3.40,0.62,0.36,1.00,4.00,1.00,1,4,1
342,2.00,1.00,37.00,3.00,-0.80,-1.35,1.00,4.00,1.00,1,4,1
343,2.00,2.00,31.00,3.20,-1.04,-1.08,1.00,4.00,1.00,1,2,1
344,7.00,9.00,48.00,3.50,0.40,0.87,1.00,4.00,0.00,1,5,1
345,1.00,1.00,25.50,3.00,-2.11,-1.92,1.00,4.00,1.00,0,4,1
346,9.00,9.00,40.00,2.50,1.10,1.10,1.00,3.00,1.00,1,3,1
347,8.00,8.00,40.00,3.40,0.72,0.63,1.00,4.00,1.00,1,3,1
348,6.00,7.00,41.00,3.40,0.33,0.44,1.00,4.00,0.00,1,4,1
349,1.00,2.00,33.50,2.90,-1.43,-0.91,1.00,3.00,0.00,1,3,0
350,9.00,8.00,41.00,3.10,1.02,0.80,1.00,2.00,1.00,1,4,1
351,5.00,5.00,40.00,3.10,0.00,-0.22,1.00,4.00,1.00,1,4,1
352,5.00,7.00,36.00,3.10,0.00,0.50,1.00,4.00,0.00,1,3,1
353,6.00,7.00,36.00,3.60,0.30,0.53,1.00,3.00,0.00,1,3,1
354,2.00,2.00,45.00,3.90,-0.84,-1.02,1.00,3.00,1.00,1,5,1
355,6.00,8.00,39.00,3.60,0.16,0.78,2.00,3.00,0.00,1,4,1
356,10.00,6.00,35.00,3.70,1.93,0.20,2.00,3.00,1.00,1,4,1
357,1.00,1.00,37.00,3.30,-1.76,-1.44,1.00,3.00,0.00,1,4,1
358,1.00,1.00,36.00,2.90,-1.39,-1.78,1.00,3.00,0.00,1,4,1
359,9.00,9.00,41.00,2.80,1.26,0.89,1.00,3.00,1.00,1,5,1
360,10.00,10.00,46.00,3.70,2.18,2.43,1.00,2.00,0.00,1,2,1
361,8.00,8.00,47.00,3.10,0.69,0.66,1.00,1.00,1.00,1,4,1
362,2.00,5.00,46.00,3.90,-1.15,-0.23,1.00,4.00,0.00,1,5,1
363,4.00,4.00,36.00,2.90,-0.43,-0.52,1.00,3.00,1.00,1,2,1
364,2.00,2.00,33.00,3.50,-0.95,-1.09,1.00,4.00,1.00,1,4,0
365,5.00,4.00,37.00,3.10,-0.13,-0.41,1.00,4.00,1.00,1,3,0
366,5.00,4.00,29.00,3.00,-0.04,-0.32,1.00,4.00,1.00,0,3,1
367,2.00,3.00,36.00,3.20,-0.97,-0.56,1.00,3.00,1.00,1,5,1
368,5.00,4.00,42.00,3.50,0.03,-0.42,1.00,4.00,1.00,1,6,1
369,10.00,9.00,41.00,2.80,1.54,1.27,1.00,3.00,1.00,1,4,1
370,7.00,7.00,47.00,3.90,0.34,0.49,2.00,2.00,0.00,1,4,1
371,7.00,7.00,44.00,3.40,0.48,0.55,1.00,5.00,0.00,1,4,1
372,7.00,5.00,40.50,3.70,0.40,-0.20,1.00,3.00,1.00,1,5,1
373,2.00,3.00,29.00,2.80,-0.78,-0.77,1.00,2.00,0.00,1,3,1
374,1.00,1.00,36.00,2.20,-1.57,-1.61,1.00,3.00,0.00,0,5,1
375,5.00,5.00,39.00,3.50,-0.11,-0.12,1.00,2.00,1.00,1,4,0
376,4.00,1.00,39.00,3.80,-0.32,-1.32,1.00,3.00,1.00,1,3,1
377,4.00,6.00,35.00,3.90,-0.28,0.11,1.00,3.00,0.00,1,4,1
378,1.00,1.00,33.00,3.10,-1.92,-1.50,1.00,3.00,1.00,0,3,0
379,9.00,10.00,37.00,3.40,1.25,1.53,1.00,4.00,1.00,1,4,1
380,8.00,7.00,39.00,3.80,0.89,0.55,1.00,4.00,1.00,1,4,1
381,8.00,8.00,41.00,2.80,0.84,0.84,1.00,4.00,1.00,1,3,1
382,8.00,7.00,28.50,3.50,0.79,0.27,1.00,3.00,0.00,1,2,1
383,10.00,10.00,40.00,3.00,2.12,2.05,1.00,3.00,0.00,1,4,1
384,6.00,7.00,35.00,3.20,0.26,0.33,1.00,3.00,1.00,1,2,1
385,9.00,10.00,33.00,2.70,1.20,1.67,2.00,4.00,1.00,1,3,1
386,9.00,8.00,32.50,3.40,1.02,0.77,1.00,5.00,0.00,1,3,1
387,9.00,9.00,44.00,3.90,0.97,1.03,1.00,2.00,0.00,1,4,1
388,8.00,9.00,43.00,3.90,0.67,1.23,1.00,4.00,1.00,1,6,1
389,9.00,7.00,32.00,3.00,1.04,0.42,1.00,5.00,0.00,1,2,1
390,3.00,4.00,37.00,3.20,-0.46,-0.30,1.00,3.00,1.00,1,3,1
391,1.00,2.00,39.00,3.20,-1.30,-1.14,1.00,5.00,0.00,1,5,1
392,3.00,4.00,37.00,3.10,-0.48,-0.47,1.00,5.00,1.00,1,3,1
393,10.00,9.00,44.00,3.10,1.40,1.22,1.00,3.00,1.00,1,5,1
394,1.00,1.00,26.50,3.90,-2.23,-1.88,1.00,1.00,1.00,1,3,0
395,7.00,8.00,34.50,3.20,0.33,0.55,1.00,4.00,1.00,1,2,1
396,4.00,3.00,41.00,2.90,-0.39,-0.78,1.00,3.00,1.00,1,4,0
397,8.00,8.00,36.50,3.30,0.77,0.77,1.00,4.00,1.00,1,5,1
398,9.00,8.00,40.00,2.80,0.98,0.64,1.00,4.00,0.00,1,3,1
399,9.00,9.00,42.00,3.60,1.22,1.15,1.00,3.00,1.00,1,4,1
400,5.00,6.00,46.00,3.90,-0.14,0.09,1.00,3.00,0.00,1,6,1
401,7.00,7.00,38.50,3.20,0.53,0.37,1.00,4.00,0.00,1,3,1
402,10.00,10.00,39.00,3.20,1.30,1.38,1.00,4.00,1.00,1,3,1
403,3.00,4.00,34.00,3.40,-0.47,-0.32,1.00,5.00,1.00,1,4,1
404,9.00,6.00,38.00,3.00,0.92,-0.01,1.00,5.00,1.00,1,3,1
405,4.00,4.00,42.00,4.00,-0.35,-0.27,1.00,2.00,1.00,1,6,1
406,8.00,9.00,39.00,2.60,0.68,1.07,2.00,2.00,0.00,1,3,1
407,5.00,8.00,38.00,2.80,-0.10,0.55,1.00,4.00,1.00,1,5,1
408,3.00,2.00,36.00,3.70,-0.64,-1.09,1.00,3.00,0.00,1,4,1
409,3.00,4.00,36.00,3.70,-0.52,-0.42,1.00,4.00,0.00,1,3,1
410,9.00,10.00,37.00,3.30,1.02,1.33,1.00,2.00,0.00,1,4,1
411,9.00,9.00,32.00,3.10,0.85,1.09,1.00,4.00,0.00,1,2,1
412,9.00,7.00,34.00,3.50,0.96,0.45,1.00,3.00,0.00,1,3,1
413,2.00,2.00,43.00,3.70,-0.85,-0.92,1.00,3.00,1.00,1,6,1
414,8.00,6.00,36.50,3.50,0.78,0.18,1.00,2.00,1.00,1,6,1
415,7.00,6.00,40.00,3.40,0.42,0.19,1.00,3.00,0.00,1,4,1
416,7.00,8.00,38.00,3.40,0.36,0.73,1.00,4.00,1.00,1,4,1
417,6.00,7.00,33.00,3.70,0.13,0.29,1.00,3.00,1.00,1,3,1
418,4.00,5.00,38.00,3.50,-0.33,-0.20,1.00,1.00,1.00,1,4,1
419,6.00,4.00,46.00,2.60,0.10,-0.31,1.00,3.00,1.00,1,3,1
420,6.00,4.00,38.00,2.90,0.15,-0.40,1.00,4.00,0.00,0,3,1
421,5.00,3.00,41.00,3.00,-0.11,-0.83,1.00,5.00,1.00,1,3,1
422,3.00,2.00,34.00,3.50,-0.44,-1.22,1.00,4.00,0.00,1,3,1
423,7.00,7.00,41.00,2.90,0.32,0.24,1.00,4.00,1.00,1,2,1
424,3.00,3.00,38.00,3.10,-0.67,-0.72,1.00,5.00,0.00,1,4,1
425,9.00,9.00,38.00,3.80,1.19,0.89,1.00,4.00,0.00,1,3,1
426,2.00,1.00,20.00,3.10,-0.95,-1.37,1.00,3.00,1.00,1,2,0
427,1.00,1.00,28.00,3.80,-1.46,-1.48,1.00,3.00,0.00,0,3,0
428,4.00,2.00,34.00,3.20,-0.35,-0.92,1.00,3.00,0.00,1,4,1
429,9.00,10.00,37.00,3.70,1.04,1.79,1.00,5.00,0.00,1,5,1
430,5.00,6.00,41.00,2.70,-0.18,0.09,1.00,5.00,0.00,1,5,1
431,9.00,8.00,40.00,3.00,1.11,0.61,1.00,5.00,1.00,1,3,1
432,2.00,1.00,26.00,2.30,-1.00,-1.58,1.00,3.00,0.00,0,2,0
433,8.00,9.00,36.00,2.90,0.80,1.21,2.00,3.00,1.00,1,3,0
434,6.00,8.00,45.00,3.50,0.23,0.62,1.00,4.00,1.00,1,4,1
435,9.00,9.00,46.00,3.30,1.20,1.13,1.00,4.00,0.00,1,6,1
436,9.00,9.00,37.00,3.50,1.07,0.94,1.00,4.00,1.00,1,5,1
437,10.00,9.00,40.00,2.80,2.00,1.07,1.00,4.00,1.00,1,5,1
438,7.00,6.00,29.00,3.50,0.36,0.19,1.00,4.00,0.00,1,3,1
439,2.00,3.00,39.00,3.70,-0.91,-0.79,1.00,4.00,0.00,1,6,1
440,5.00,7.00,34.00,3.20,-0.08,0.36,1.00,3.00,0.00,1,2,0
441,5.00,5.00,33.50,3.30,0.03,-0.06,1.00,4.00,0.00,1,3,1
442,8.00,10.00,31.00,3.70,0.63,1.68,1.00,4.00,1.00,1,2,1
443,6.00,6.00,33.00,3.60,0.30,0.23,1.00,3.00,1.00,1,3,1
444,2.00,4.00,37.00,2.90,-0.81,-0.45,1.00,4.00,1.00,1,5,1
445,6.00,8.00,42.00,3.40,0.09,0.67,1.00,4.00,0.00,1,3,1
446,7.00,7.00,38.00,3.60,0.55,0.42,1.00,4.00,1.00,1,3,1
447,6.00,7.00,45.00,3.90,0.14,0.28,1.00,3.00,0.00,1,5,1
448,9.00,9.00,38.00,3.50,1.16,1.27,1.00,4.00,0.00,1,4,1
449,5.00,6.00,34.00,3.70,0.02,0.17,1.00,4.00,1.00,1,4,1
450,8.00,8.00,31.00,3.20,0.78,0.88,1.00,3.00,1.00,1,4,1
451,4.00,2.00,38.00,3.60,-0.41,-1.13,1.00,5.00,0.00,1,4,1
452,9.00,6.00,35.00,3.30,0.96,0.18,1.00,4.00,1.00,1,3,1
453,7.00,3.00,35.00,2.90,0.35,-0.65,2.00,3.00,1.00,1,5,1
454,6.00,5.00,39.00,3.90,0.10,-0.03,1.00,3.00,0.00,1,6,0
455,3.00,4.00,39.50,3.50,-0.52,-0.29,1.00,4.00,1.00,1,4,1
456,6.00,6.00,36.00,3.50,0.31,0.14,1.00,3.00,0.00,1,4,1
457,6.00,2.00,42.00,3.50,0.13,-0.91,1.00,4.00,1.00,1,5,1
458,1.00,1.00,41.00,3.50,-1.64,-1.44,1.00,5.00,0.00,1,4,1
459,9.00,9.00,40.50,3.20,1.08,1.04,1.00,4.00,0.00,1,3,1
460,5.00,3.00,31.50,3.70,0.05,-0.67,1.00,3.00,1.00,1,5,1
461,1.00,1.00,35.00,3.40,-1.17,-1.48,1.00,4.00,1.00,1,3,1
462,7.00,5.00,35.00,3.20,0.38,-0.11,2.00,3.00,1.00,1,4,1
463,10.00,8.00,42.00,3.30,1.31,0.83,1.00,4.00,1.00,1,4,1
464,1.00,1.00,29.00,2.60,-2.33,-1.53,1.00,4.00,1.00,0,4,0
465,9.00,6.00,45.00,3.50,1.14,0.29,1.00,4.00,0.00,1,4,1
466,7.00,8.00,36.00,3.30,0.57,0.60,1.00,4.00,1.00,1,6,1
467,10.00,10.00,39.00,2.90,2.06,1.77,1.00,3.00,1.00,1,3,1
468,9.00,10.00,40.00,2.90,1.18,1.41,1.00,4.00,1.00,1,4,1
469,7.00,8.00,33.00,3.50,0.54,0.87,1.00,4.00,0.00,1,3,1
470,2.00,1.00,34.00,3.70,-0.80,-1.71,2.00,2.00,0.00,1,3,1
471,9.00,7.00,36.00,2.70,0.92,0.47,1.00,4.00,1.00,1,3,1
472,7.00,9.00,29.00,3.80,0.28,1.03,1.00,3.00,1.00,1,2,1
473,4.00,3.00,38.00,3.60,-0.19,-0.67,1.00,4.00,0.00,1,4,1
474,2.00,1.00,28.00,2.10,-1.06,-1.97,1.00,3.00,0.00,0,3,0
475,4.00,3.00,45.00,2.80,-0.40,-0.58,1.00,4.00,1.00,1,4,1
476,5.00,5.00,37.50,3.70,0.05,-0.06,1.00,4.00,1.00,1,5,0
477,7.00,6.00,43.00,3.40,0.51,0.27,1.00,4.00,0.00,1,4,1
478,5.00,6.00,39.00,3.10,0.02,0.09,1.00,4.00,0.00,1,4,1
479,1.00,2.00,29.00,3.10,-1.09,-1.09,1.00,3.00,0.00,1,2,1
480,5.00,4.00,42.00,3.40,0.04,-0.31,1.00,4.00,1.00,1,5,0
481,2.00,1.00,35.00,2.70,-0.96,-1.30,1.00,3.00,1.00,1,2,0
482,4.00,4.00,45.00,3.10,-0.37,-0.48,1.00,3.00,1.00,1,5,1
483,3.00,2.00,38.00,3.10,-0.63,-1.26,1.00,4.00,1.00,1,3,1
484,5.00,2.00,40.00,3.10,-0.11,-0.95,1.00,3.00,1.00,1,3,1
485,6.00,7.00,28.00,3.40,0.06,0.37,1.00,4.00,0.00,1,3,1
486,2.00,2.00,30.50,3.30,-0.83,-0.99,1.00,3.00,0.00,1,3,0
487,5.00,5.00,31.30,2.90,0.03,-0.11,1.00,3.00,1.00,1,3,1
488,6.00,2.00,38.00,2.80,0.20,-1.06,1.00,5.00,1.00,1,3,1
489,1.00,1.00,39.00,3.30,-1.92,-2.29,1.00,3.00,0.00,1,4,1
490,10.00,10.00,42.00,3.50,2.50,2.05,2.00,4.00,0.00,1,3,1
491,7.00,8.00,38.00,3.80,0.48,0.77,1.00,4.00,0.00,1,6,1
492,7.00,8.00,34.00,3.60,0.57,0.67,1.00,3.00,0.00,1,4,1
493,9.00,7.00,41.00,3.20,0.92,0.48,1.00,4.00,1.00,1,4,1
494,4.00,2.00,44.00,3.20,-0.34,-1.05,1.00,3.00,1.00,1,4,1
495,4.00,4.00,43.00,2.80,-0.26,-0.44,1.00,3.00,1.00,1,4,1
496,6.00,8.00,36.00,3.10,0.16,0.59,1.00,4.00,0.00,1,3,1
497,1.00,1.00,40.00,3.40,-1.70,-1.81,1.00,3.00,1.00,1,4,1
498,9.00,10.00,45.00,3.80,1.12,1.58,1.00,5.00,1.00,1,5,1
499,9.00,8.00,39.00,3.50,1.24,0.59,1.00,3.00,0.00,1,3,1
500,5.00,9.00,46.00,3.70,0.08,0.94,1.00,5.00,0.00,1,6,1
501,1.00,1.00,30.50,3.10,-1.19,-1.54,1.00,4.00,0.00,1,3,1
502,9.00,10.00,42.00,3.00,1.02,1.39,1.00,4.00,1.00,1,3,1
503,5.00,6.00,35.00,3.30,-0.04,0.24,1.00,4.00,0.00,1,5,0
504,9.00,4.00,40.50,2.10,1.26,-0.33,1.00,3.00,1.00,1,5,1
505,4.00,6.00,37.00,3.80,-0.33,0.17,1.00,4.00,0.00,1,4,1
506,10.00,10.00,42.00,3.70,1.90,1.65,1.00,4.00,1.00,1,5,1
507,10.00,10.00,39.00,3.50,1.83,1.69,1.00,3.00,0.00,1,4,1
508,6.00,7.00,42.00,3.40,0.19,0.43,1.00,4.00,0.00,1,2,1
509,10.00,10.00,34.00,3.20,2.05,1.80,1.00,4.00,0.00,1,3,1
510,3.00,3.00,34.30,2.60,-0.58,-0.68,1.00,4.00,1.00,1,3,0
511,7.00,8.00,31.50,3.20,0.54,0.85,1.00,3.00,0.00,1,3,1
512,2.00,2.00,32.00,2.40,-1.01,-1.20,2.00,3.00,0.00,0,4,1
513,7.00,7.00,30.00,2.60,0.42,0.40,1.00,5.00,0.00,1,4,1
514,5.00,4.00,36.00,3.90,-0.12,-0.33,1.00,4.00,0.00,1,4,1
515,3.00,3.00,41.00,3.60,-0.68,-0.74,1.00,4.00,0.00,1,5,1
516,1.00,3.00,33.00,2.50,-1.27,-0.76,1.00,4.00,0.00,1,2,1
517,10.00,10.00,39.00,3.50,1.61,1.49,1.00,3.00,1.00,1,3,1
518,8.00,7.00,41.00,3.10,0.74,0.44,1.00,2.00,1.00,1,3,1
519,5.00,5.00,36.00,2.90,-0.16,-0.07,1.00,4.00,1.00,1,2,1
520,7.00,6.00,38.00,2.90,0.58,0.28,1.00,4.00,1.00,1,4,1
521,7.00,7.00,35.00,3.60,0.33,0.31,1.00,3.00,0.00,1,3,1
522,10.00,10.00,27.50,3.60,2.21,1.97,1.00,1.00,0.00,1,3,1
523,10.00,10.00,45.00,3.90,1.81,1.62,1.00,4.00,0.00,1,6,1
524,10.00,10.00,40.00,3.80,1.94,1.72,1.00,3.00,0.00,1,3,1
525,7.00,9.00,40.00,2.80,0.41,0.91,2.00,3.00,1.00,1,3,1
526,6.00,6.00,40.00,3.50,0.23,0.26,1.00,4.00,1.00,1,6,1
527,7.00,6.00,31.00,2.90,0.30,0.17,1.00,3.00,1.00,1,2,1
528,5.00,4.00,36.00,3.40,-0.16,-0.47,1.00,4.00,1.00,1,4,1
529,2.00,2.00,39.00,3.40,-1.10,-0.90,1.00,4.00,1.00,1,4,1
530,8.00,7.00,46.00,3.50,0.80,0.52,1.00,3.00,1.00,1,5,1
531,10.00,6.00,43.00,3.00,1.32,0.24,1.00,4.00,1.00,1,5,1
532,6.00,3.00,44.00,3.90,0.09,-0.56,1.00,3.00,1.00,1,6,1
533,10.00,10.00,37.00,3.90,1.69,2.05,1.00,2.00,0.00,1,4,1
534,7.00,7.00,35.00,3.30,0.48,0.36,1.00,3.00,1.00,1,4,1
535,3.00,1.00,47.00,3.80,-0.58,-1.76,1.00,4.00,1.00,1,6,1
536,8.00,8.00,41.00,3.40,0.75,0.83,1.00,3.00,1.00,1,4,1
537,8.00,7.00,39.00,3.30,0.79,0.41,1.00,4.00,1.00,1,3,1
538,5.00,5.00,48.00,3.30,-0.12,-0.06,1.00,4.00,0.00,1,4,1
539,4.00,4.00,30.50,2.60,-0.28,-0.43,1.00,4.00,0.00,1,4,1
540,6.00,7.00,32.00,3.50,0.07,0.40,2.00,3.00,1.00,1,5,0
541,6.00,3.00,36.00,2.60,0.24,-0.53,2.00,4.00,1.00,1,5,1
542,5.00,6.00,31.00,3.70,0.01,0.25,1.00,3.00,1.00,1,5,1
543,6.00,8.00,41.00,2.90,0.28,0.74,1.00,4.00,1.00,1,4,1
544,5.00,3.00,37.00,3.00,0.01,-0.54,1.00,3.00,1.00,1,4,1
545,7.00,5.00,38.00,3.00,0.46,-0.24,1.00,3.00,0.00,1,3,1
546,2.00,4.00,36.00,2.40,-0.92,-0.42,1.00,5.00,1.00,1,2,0
547,9.00,9.00,40.00,3.00,0.97,1.06,1.00,3.00,0.00,1,3,1
548,10.00,10.00,40.00,3.70,2.27,2.38,2.00,4.00,1.00,1,1,1
549,8.00,8.00,37.00,3.00,0.77,0.67,1.00,2.00,1.00,1,3,1
550,1.00,2.00,31.50,2.90,-1.79,-1.13,1.00,4.00,1.00,1,2,1
551,9.00,10.00,42.00,3.10,1.18,1.74,1.00,4.00,1.00,1,3,1
552,8.00,9.00,20.00,2.20,0.89,1.25,1.00,3.00,0.00,0,1,1
553,5.00,5.00,44.00,3.70,-0.04,0.01,1.00,4.00,1.00,1,5,1
554,3.00,6.00,38.00,3.70,-0.64,0.00,2.00,3.00,0.00,1,2,1
555,9.00,10.00,35.50,3.70,1.03,1.39,1.00,3.00,1.00,1,3,1
556,8.00,7.00,38.00,3.30,0.74,0.45,1.00,3.00,0.00,1,5,1
557,2.00,3.00,33.70,2.60,-0.99,-0.83,1.00,2.00,0.00,1,3,1
558,4.00,1.00,25.00,2.50,-0.34,-1.70,1.00,5.00,1.00,1,2,0
559,4.00,6.00,37.00,3.00,-0.30,0.14,1.00,4.00,0.00,1,3,1
560,8.00,6.00,31.00,3.10,0.78,-0.02,1.00,3.00,0.00,1,3,1
561,2.00,3.00,41.00,3.20,-0.78,-0.87,1.00,3.00,1.00,1,4,1
562,4.00,3.00,31.50,3.40,-0.26,-0.69,1.00,4.00,0.00,1,3,1
563,10.00,9.00,36.00,3.10,1.37,1.14,1.00,3.00,0.00,1,2,1
564,9.00,10.00,43.00,2.90,1.08,1.63,1.00,4.00,1.00,1,5,1
565,4.00,4.00,37.00,2.70,-0.33,-0.30,1.00,4.00,0.00,1,3,1
566,9.00,8.00,36.00,3.30,0.96,0.82,1.00,4.00,0.00,1,4,1
567,4.00,1.00,42.00,3.40,-0.32,-1.73,2.00,3.00,0.00,1,5,1
568,2.00,2.00,35.00,3.10,-0.73,-1.14,1.00,1.00,1.00,1,2,1
569,4.00,3.00,38.00,3.10,-0.22,-0.62,1.00,3.00,1.00,1,4,1
570,9.00,9.00,44.00,3.50,1.03,1.09,1.00,4.00,0.00,1,6,1
571,10.00,10.00,36.00,3.90,1.90,2.09,1.00,3.00,0.00,1,5,1
572,8.00,7.00,42.00,2.70,0.68,0.40,1.00,5.00,1.00,1,4,1
573,2.00,4.00,36.00,3.60,-0.89,-0.29,1.00,2.00,1.00,1,3,1
574,4.00,4.00,46.00,3.60,-0.27,-0.37,1.00,4.00,1.00,1,6,1
575,5.00,5.00,38.00,3.10,-0.07,-0.13,1.00,3.00,0.00,1,4,1
576,10.00,10.00,42.00,2.80,1.88,2.22,1.00,3.00,0.00,1,3,1
577,7.00,7.00,42.00,3.70,0.42,0.30,1.00,4.00,0.00,1,4,1
578,3.00,4.00,48.00,2.70,-0.55,-0.26,1.00,4.00,1.00,1,4,1
579,7.00,5.00,34.00,3.80,0.43,-0.06,1.00,3.00,0.00,1,4,1
580,9.00,10.00,41.00,3.50,1.22,1.64,1.00,4.00,0.00,1,4,1
581,7.00,5.00,36.00,3.20,0.51,-0.18,1.00,4.00,1.00,1,4,1
582,8.00,7.00,34.00,2.70,0.61,0.42,1.00,5.00,1.00,1,3,1
583,3.00,3.00,34.00,3.60,-0.69,-0.68,1.00,3.00,1.00,1,3,1
584,4.00,3.00,39.00,3.70,-0.39,-0.67,1.00,3.00,1.00,1,4,1
585,2.00,2.00,39.00,3.40,-0.89,-0.97,1.00,4.00,1.00,1,4,1
586,5.00,6.00,35.00,3.00,-0.12,0.18,1.00,4.00,1.00,1,3,1
587,10.00,10.00,39.00,3.50,1.96,1.85,2.00,3.00,0.00,1,3,1
588,6.00,9.00,40.00,3.60,0.20,1.05,1.00,3.00,1.00,1,4,1
589,1.00,1.00,35.00,2.20,-1.86,-1.79,1.00,2.00,1.00,0,4,1
590,2.00,7.00,34.00,2.90,-0.97,0.35,2.00,3.00,1.00,1,3,1
591,6.00,4.00,37.00,3.50,0.23,-0.53,1.00,1.00,1.00,1,4,1
592,6.00,3.00,31.50,3.70,0.12,-0.83,1.00,2.00,1.00,1,4,1
593,9.00,10.00,37.00,3.30,1.14,1.30,1.00,2.00,1.00,1,4,1
594,10.00,10.00,37.00,3.80,1.60,1.59,1.00,4.00,0.00,1,4,1
595,4.00,3.00,45.00,2.90,-0.39,-0.84,1.00,5.00,1.00,1,4,1
596,9.00,9.00,34.00,2.60,0.90,1.20,1.00,2.00,1.00,1,2,1
597,1.00,2.00,43.00,3.40,-1.40,-1.20,1.00,3.00,0.00,1,5,1
598,8.00,8.00,38.00,2.80,0.70,0.59,1.00,3.00,1.00,1,4,1
599,3.00,4.00,42.00,3.10,-0.56,-0.28,1.00,5.00,1.00,1,4,1
600,5.00,2.00,42.00,2.40,-0.13,-0.95,1.00,3.00,1.00,1,3,1
601,10.00,10.00,41.00,3.10,2.75,2.08,1.00,3.00,0.00,1,3,1
602,9.00,9.00,42.00,3.40,1.25,1.02,1.00,3.00,0.00,1,3,1
603,8.00,8.00,34.00,3.20,0.63,0.64,1.00,3.00,0.00,1,2,1
604,9.00,9.00,44.00,2.90,1.17,1.01,1.00,4.00,0.00,1,6,1
605,1.00,5.00,34.00,3.50,-1.41,-0.04,1.00,3.00,0.00,1,3,1
606,1.00,1.00,39.50,3.00,-1.75,-2.47,1.00,4.00,1.00,1,4,1
607,4.00,2.00,39.00,3.20,-0.28,-1.29,1.00,4.00,0.00,1,3,1
608,4.00,2.00,28.50,3.10,-0.33,-1.28,2.00,4.00,0.00,1,3,1
609,8.00,8.00,41.00,3.70,0.85,0.56,1.00,4.00,1.00,1,3,1
610,2.00,4.00,43.00,3.00,-1.05,-0.52,1.00,4.00,1.00,1,4,1
611,7.00,6.00,43.00,3.10,0.41,0.26,1.00,4.00,0.00,1,6,0
612,8.00,3.00,28.50,3.10,0.70,-0.60,1.00,3.00,0.00,1,2,1
613,1.00,1.00,28.00,2.50,-1.17,-1.81,1.00,1.00,1.00,0,4,1
614,3.00,4.00,39.00,3.30,-0.62,-0.42,1.00,4.00,0.00,1,4,1
615,10.00,10.00,44.00,1.50,1.88,1.42,2.00,3.00,1.00,1,3,1
616,4.00,3.00,32.00,3.00,-0.32,-0.85,1.00,3.00,1.00,1,4,1
617,1.00,1.00,22.50,3.00,-1.95,-2.65,1.00,2.00,0.00,0,5,0
618,3.00,2.00,27.00,3.40,-0.62,-1.25,1.00,3.00,1.00,1,4,1
619,1.00,1.00,41.00,3.50,-1.86,-2.02,1.00,4.00,1.00,1,4,1
